"target","key","acousticness","danceability","duration_ms","instrumentalness","loudness","speechiness","valence",".fitted",".resid",".std.resid",".hat",".sigma",".cooksd"
"1","Other",0.00501,0.633,264000,1.93e-05,-4.158,0.0369,0.455,0.424943106207132,1.3082813051991,1.30930922577239,0.00156955599173007,1.11712966720465,0.000213069461956792
"1","Other",0.929,0.445,250200,0.167,-11.488,0.0379,0.091,0.157697552500288,1.92201784856769,1.92604093276889,0.00417320572488384,1.1166843806099,0.00224773593684108
"1","Other",0.00145,0.575,250826,0,-5.296,0.0345,0.295,0.381808283481245,1.38768632771306,1.38898095314541,0.00186326830416054,1.11708170074111,0.000302812051366484
"1","Other",0.369,0.662,236733,0.000197,-7.382,0.106,0.442,0.399989848396908,1.35374747364783,1.35468587793721,0.0013849399092389,1.1171026956111,0.000208326413254486
"1","Other",0.00096,0.573,256800,0.00191,-5.065,0.377,0.769,0.78827064306225,0.689802569477526,0.691952910216867,0.00620562314251549,1.11740529422564,0.000168771089356298
"1","Other",0.0244,0.605,369387,0.586,-5.169,0.0358,0.367,0.67614323383551,0.884703725561773,0.886618653147038,0.00431495466257051,1.1173367461166,0.000208471425891012
"1","Other",0.00632,0.374,172960,0.0207,-3.882,0.082,0.337,0.287058413518865,1.57991743613874,1.58198364448336,0.00261046822809025,1.11695375087006,0.000651737136685734
"1","Other",0.158,0.714,187293,1.29e-05,-2.91,0.0662,0.897,0.437950142333696,1.28502934236788,1.28685154741001,0.00283003102908259,1.11714267576999,0.000365260732892919
"1","Other",0.00441,0.207,287667,0.421,-7.212,0.0449,0.135,0.416065964875288,1.32431979663518,1.32812202392045,0.00571752383421379,1.11711859657848,0.000811689656126807
"1","D",0.0729,0.589,248200,0.942,-10.475,0.0567,0.556,0.878359391033463,0.509312163420575,0.510912356237385,0.00625425034789774,1.11745386910893,8.77063484042479e-05
"1","Other",0.652,0.36,217798,0.000128,-7.102,0.0385,0.144,0.119361464750683,2.0618432873995,2.06464528164946,0.00271242032529766,1.11656091185121,0.00201210071468148
"1","Other",0.00091,0.516,251011,0,-5.002,0.0489,0.238,0.355418976715929,1.43837267028614,1.4398469262021,0.00204674697781254,1.11704959414538,0.000372718255594241
"1","Other",0.126,0.579,212227,3.28e-05,-3.713,0.078,0.67,0.394359678908055,1.36417879728858,1.36519401023751,0.00148672710958194,1.11709631852217,0.000229005468407592
"1","Other",0.0184,0.845,415371,0.00581,-8.225,0.0538,0.346,0.687827566172037,0.865120919901701,0.867637534209177,0.00579265982074429,1.11734417405644,0.00026597392836652
"1","Other",0.0914,0.568,277335,0.459,-10.651,0.257,0.452,0.826912620858834,0.616532639055895,0.617540998828575,0.00326305951498234,1.1174270297474,6.87495196656401e-05
"1","Other",0.154,0.716,208027,0.000309,-8.06,0.24,0.698,0.688312338399818,0.864306153899586,0.865499326672159,0.00275528884888961,1.11734500073117,0.000125457811454139
"1","Other",0.386,0.791,317467,0.0126,-9.856,0.054,0.717,0.567904466719662,1.06376883466463,1.06540100841948,0.00306161438301351,1.1172588924687,0.000234378810300377
"1","Other",0.00983,0.795,218147,0.743,-8.507,0.0569,0.639,0.813401897336477,0.64269736721443,0.644062676385761,0.00423518425622674,1.1174195662001,9.79852710111454e-05
"1","Other",0.00215,0.584,318373,0.0217,-5.056,0.0287,0.722,0.521764344159105,1.14064827269748,1.14233281386689,0.00294712555675038,1.11722100066699,0.000271725135581963
"1","Other",0.676,0.679,282308,0,-5.851,0.133,0.677,0.357434250580923,1.43443636890688,1.43829856695335,0.00536329888979009,1.117050588522,0.00097459560102914
"1","Other",0.0693,0.646,180036,0,-2.762,0.119,0.957,0.505400557753694,1.16824995650761,1.17021825636801,0.00336115851142196,1.11720661362025,0.000331154973684016
"1","Other",0.0961,0.704,241733,0.000114,-6.667,0.339,0.646,0.768542238763749,0.725616641080571,0.727173356776597,0.00427697024726839,1.11739414495611,0.000129916147095244
"1","Other",0.00254,0.812,237320,0.698,-10.978,0.0567,0.786,0.863900973570306,0.540919828939587,0.54194588141884,0.00378296510684422,1.11744658104961,6.00503389594592e-05
"1","Other",0.394,0.76,520133,0.775,-4.582,0.0549,0.992,0.836482581606458,0.597577746769604,0.600786235930938,0.0106524468363659,1.1174315829949,0.000212744689135899
"1","Other",2.15e-05,0.657,214600,0.153,-4.718,0.0297,0.531,0.475557303656243,1.21923573753119,1.22013471247675,0.00147302385792308,1.11717999310044,0.000162924111807269
"1","Other",0.185,0.731,207496,0.154,-6.691,0.0608,0.861,0.568913458071505,1.06209881950886,1.06324518588906,0.0021551913002528,1.11725991623669,0.000164012926634716
"1","Other",0.00649,0.805,213280,0.00772,-6.007,0.119,0.753,0.645171016237926,0.936204951787801,0.937017518000546,0.00173361516748708,1.11731624309208,9.56762273895059e-05
"1","Other",0.00947,0.718,171933,0.711,-8.045,0.0581,0.54,0.740195268054604,0.775681960398124,0.777646346586545,0.00504575148384329,1.11737720237876,0.000178904138653379
"1","Other",0.0507,0.597,183798,0.000198,-7.991,0.542,0.891,0.889397863325758,0.484170637865581,0.486215865748781,0.0083951449707044,1.11745936191992,0.000106174040857375
"1","Other",0.738,0.698,101039,8.21e-06,-5.382,0.316,0.779,0.403193232706031,1.3478422358192,1.35572259578617,0.011591540996558,1.11710206864881,0.00175625985134599
"1","Other",0.000419,0.823,259680,0.0745,-6.158,0.0661,0.718,0.652928681642635,0.923349741045092,0.924217068476631,0.00187601049863002,1.11732155790847,0.000100096583819319
"1","Other",0.00176,0.819,231747,0.0931,-7.734,0.0614,0.769,0.675092571336643,0.886459761965378,0.887471094747955,0.00227783540854635,1.11733640875528,0.000110128420696516
"1","D",0.02,0.671,200754,0,-5.363,0.311,0.684,0.811415880548655,0.646489840002878,0.648773646726124,0.00702798893749453,1.11741820764585,0.000165660386359882
"1","Other",0.00402,0.872,198101,0.237,-10.236,0.0708,0.885,0.781495356427328,0.702205199368219,0.703544060841798,0.00380242718271403,1.11740168607634,0.000107128300802811
"1","Other",0.00241,0.85,205663,0.0672,-9.141,0.105,0.584,0.691171178154569,0.859497249132811,0.860751925777846,0.00291317896972211,1.11734682887914,0.00013092826684264
"1","Other",0.652,0.36,217798,0.000128,-7.102,0.0385,0.144,0.119361464750683,2.0618432873995,2.06464528164946,0.00271242032529766,1.11656091185121,0.00201210071468148
"1","Other",0.196,0.76,263733,0.00185,-5.964,0.0509,0.616,0.484581509227118,1.20371892740965,1.20465390688398,0.00155167659647201,1.11718836804113,0.000165555335780649
"1","D",0.0305,0.874,217783,0,-4.898,0.328,0.644,0.86031095250792,0.548564275910501,0.550269397536976,0.00618780474090033,1.11744455323723,0.000101726677799113
"1","Other",0.0229,0.527,188560,0.155,-8.708,0.0354,0.12,0.397386155300472,1.35856305534074,1.36102184960554,0.00360989540581855,1.1170988563913,0.000551394182500688
"1","Other",0.000963,0.767,317320,0.00275,-7.28,0.0564,0.947,0.703543087612228,0.838601403300712,0.840081078739071,0.00351959439109704,1.1173546716495,0.000149357133856056
"1","Other",0.233,0.328,225627,0.00517,-2.545,0.252,0.709,0.414725127785818,1.32675492905211,1.33216948142171,0.00811240435021073,1.11711619414271,0.00116365489369092
"1","Other",0.0175,0.702,185840,0.00165,-3.741,0.214,0.484,0.567664573316856,1.06416594066291,1.06544386620085,0.00239742174547274,1.11725887209514,0.000183467163645628
"1","Other",0.00314,0.654,410897,0.000249,-6.216,0.112,0.243,0.610769899483469,0.993010561203569,0.995550452467884,0.00509597744231315,1.11729100811338,0.000328090696952984
"1","D#",0.0369,0.448,258653,0.0425,-6.238,0.0292,0.404,0.250964585935126,1.66279490118095,1.67741779195536,0.0173590065801823,1.11688433495852,0.00536568312787889
"1","Other",0.0152,0.542,265480,0,-5.041,0.0445,0.262,0.370850977331797,1.40851338326621,1.40990679586291,0.0019756256868958,1.11706863225995,0.000336493335095889
"1","D",0.00206,0.469,235301,0.00914,-5.055,0.0397,0.226,0.436280555857125,1.28799826540175,1.29304955801306,0.00779773080387712,1.11713910808501,0.00102344607215127
"1","Other",0.429,0.857,287200,5.21e-06,-4.382,0.0795,0.82,0.481088816469798,1.20971350021124,1.21269846073612,0.00491678187166063,1.11718402938294,0.000535586851929521
"1","Other",0.000407,0.796,279952,0.812,-4.833,0.0509,0.327,0.758599250580048,0.743345999688603,0.745682964598701,0.0062581633361026,1.1173880637256,0.000201662873176178
"1","Other",0.0401,0.67,400742,0.0021,-5.19,0.0922,0.294,0.565545331219076,1.06767488059967,1.07021180417897,0.00473535555622163,1.11725660041315,0.00036724212167755
"1","D",0.000299,0.697,238206,0.00674,-6.847,0.0318,0.288,0.575816154468064,1.05068248819951,1.05495035529405,0.00807475747583113,1.11726383598035,0.000604563443282824
"1","Other",0.0193,0.352,248133,6.04e-06,-7.781,0.173,0.0459,0.41747324762523,1.32176761519462,1.32506209229384,0.00496638100199666,1.11712040799596,0.000699925392814394
"1","Other",0.122,0.687,357280,0.0011,-9.181,0.355,0.0397,0.769996721134204,0.723006255036208,0.725880339519779,0.0079032160958327,1.11739456405701,0.000239850663826663
"1","Other",0.0998,0.666,285320,0.0614,-5.079,0.0357,0.955,0.56264107174618,1.0724862536478,1.07436349969069,0.00349156682645502,1.11725461407434,0.000273315943780529
"1","Other",0.0285,0.764,270680,0.0235,-5.614,0.0382,0.627,0.551808131107662,1.09046309584601,1.09140324409433,0.00172208269627809,1.11724638097652,0.000140354697315154
"1","Other",0.0132,0.677,271480,0.0119,-5.074,0.0348,0.793,0.540552588596902,1.10920092898839,1.1104025813278,0.00216318326204742,1.11723704823149,0.000184659699151892
"1","Other",0.275,0.735,212333,0,-5.067,0.0554,0.491,0.364303350918776,1.42110406147479,1.42241777671288,0.00184630507247157,1.11706072556223,0.00032336676469684
"1","Other",0.000483,0.286,242653,0.00252,-7.481,0.0335,0.411,0.334205011963656,1.48054089172455,1.48376818305608,0.00434539786622109,1.11702094134016,0.000873252220769514
"1","D",0.00138,0.881,259200,0,-5.239,0.232,0.36,0.800535426727858,0.667044963663838,0.669424257839628,0.00709584648969566,1.11741213555813,0.000179339012042139
"1","Other",0.0086,0.246,237947,0.241,-10.022,0.0396,0.681,0.507486727893105,1.16471861008823,1.16963697795831,0.00839239353888539,1.11720691706436,0.000828322371745083
"1","Other",0.000248,0.515,172520,0.156,-5.448,0.0375,0.707,0.45043148969263,1.26297212134907,1.26470924669149,0.00274518802441052,1.11715528117047,0.000336785131785633
"1","Other",0.0227,0.816,222920,7.23e-05,-9.243,0.0819,0.968,0.716159544949933,0.817131946140438,0.818630119416877,0.00365684657586084,1.11736260878839,0.000146000172194807
"1","Other",0.00569,0.715,346773,0.772,-11,0.0699,0.923,0.906724851976594,0.442529627132794,0.443278992732818,0.00337815330274514,1.11746826382608,3.49871829452364e-05
"1","Other",0.0365,0.829,336906,0.0233,-9.481,0.0882,0.688,0.746724015526516,0.76427693834356,0.765400647453199,0.00293410839611184,1.11738141741379,0.00010010651155226
"1","Other",0.289,0.444,346360,0.778,-6.238,0.0998,0.463,0.658193036408774,0.91461141724617,0.917435446993641,0.00614688112036258,1.11732434403986,0.000323175200725395
"1","Other",0.232,0.612,212944,0.011,-5.775,0.0966,0.153,0.323087187160606,1.50321858882468,1.50502125726038,0.00239410418483269,1.11700676717155,0.00050400869733613
"1","D",0.0989,0.7,285211,0.0609,-5.882,0.0535,0.343,0.599792465931473,1.01110985922795,1.01480744938976,0.00727399828513138,1.11728237164091,0.000492491403124471
"1","D",0.000869,0.754,295867,0,-3.486,0.0586,0.557,0.647556448168191,0.932254590302615,0.935781928293531,0.00752459500992253,1.11731675930446,0.000415772308654473
"1","Other",0.148,0.327,275286,0.00442,-6.258,0.0364,0.262,0.26851448687971,1.62163523125854,1.62391997818477,0.00281188693255033,1.11692374884018,0.000770338627547994
"1","Other",0.0173,0.646,197132,0,-7.44,0.103,0.173,0.452409498101154,1.25949794762993,1.26145121752797,0.00309446393058776,1.11715711745966,0.000376878707485414
"1","Other",0.00991,0.486,252707,0.158,-9.041,0.0272,0.726,0.563536806252202,1.07100198918362,1.07304504998558,0.00380434320863257,1.11725524570768,0.000296903790257519
"1","Other",0.473,0.551,283373,0.664,-11.166,0.0309,0.137,0.510561491580563,1.15952075875905,1.16205233626447,0.00435233397853708,1.11721086264064,0.000420882563741866
"1","Other",0.0246,0.586,374133,0.000167,-9.542,0.0548,0.207,0.55532329187126,1.0846241993902,1.08716654922362,0.00467155134601232,1.11724844012841,0.000377595477908277
"1","Other",0.00909,0.694,337187,0.000814,-7.468,0.0513,0.896,0.67590330645478,0.885104797138554,0.88679212539762,0.00380184474708395,1.1173366774897,0.000183693141290181
"1","Other",0.122,0.817,220987,0,-6.551,0.0656,0.161,0.436012576897125,1.28847521509327,1.29149717766589,0.00467430683298145,1.11714000327285,0.000610319420702209
"1","Other",0.0764,0.611,255320,0.0698,-6.745,0.034,0.233,0.408103587073742,1.33883101765379,1.34014751521831,0.00196374043468832,1.11711143722653,0.000285934618249603
"1","Other",0.419,0.727,239360,0,-5.307,0.188,0.794,0.521220547669126,1.14156209707414,1.14360423440721,0.00356821695209729,1.11722035225117,0.000330118668009945
"1","Other",0.229,0.485,330920,0.784,-8.693,0.0573,0.295,0.664251268944659,0.904538317598608,0.906537534843778,0.00440580273494496,1.11732877829478,0.000224668570491384
"1","Other",0.0413,0.52,269000,0.725,-8.104,0.0483,0.524,0.714032083353995,0.820764744592046,0.822408507755237,0.00399344228013152,1.11736122563417,0.000161221367738898
"1","Other",0.000105,0.399,304907,0.0456,-6.318,0.0334,0.244,0.374551635867259,1.40144611458595,1.40363893848191,0.00312204367511595,1.11707256714037,0.000524607809817362
"1","Other",0.52,0.582,212602,0.779,-4.505,0.0335,0.902,0.51930999199468,1.1447744642862,1.15147021052594,0.0115960941945679,1.11721632461325,0.00109870536297928
"1","Other",0.0833,0.852,237533,0,-6.716,0.032,0.648,0.555113883690915,1.08497188023101,1.08629209283584,0.00242919995631199,1.11724886414102,0.000195633205607993
"1","Other",0.0156,0.623,289640,0.0769,-8.533,0.0352,0.847,0.636484318308946,0.950574035692237,0.952193987678837,0.00339967277402411,1.11730984698764,0.000195492683893354
"1","Other",0.145,0.844,265400,0.00351,-8.594,0.291,0.747,0.81493624624488,0.639758382934449,0.640840805067806,0.00337527817776786,1.11742048962445,7.71691989747372e-05
"1","Other",0.0275,0.684,195373,0.000311,-8.127,0.0989,0.508,0.546820255205693,1.09875850999918,1.09975642685303,0.00181397275902455,1.11724229762355,0.00015088069837715
"1","Other",0.000103,0.498,322933,0.528,-6.193,0.0332,0.228,0.585064772664022,1.0354059255934,1.037283500611,0.00361690073726679,1.11727208212965,0.000258380802651626
"1","D",0.0329,0.162,247027,0.122,-11.251,0.0359,0.0778,0.44165106524124,1.27846404238518,1.28706169175164,0.0133154968630072,1.11714255508811,0.00172912811292491
"1","Other",0.0842,0.671,272175,0.0121,-5.514,0.0303,0.545,0.458987188574442,1.24798476025443,1.24884797118518,0.00138193378613752,1.11716417626747,0.000163341065178494
"1","Other",0.597,0.792,239427,0.000106,-8.192,0.0464,0.677,0.36937722355199,1.41133757200139,1.41398979778333,0.00374788897535106,1.11706605956619,0.000644685270254085
"1","Other",0.0801,0.417,213853,0.00141,-5.192,0.0459,0.376,0.294877240605303,1.56281549953362,1.56429169154239,0.00188647103316296,1.11696617236799,0.000452807628922528
"1","Other",0.0726,0.739,386907,0,-7.384,0.101,0.374,0.640067256247068,0.944650221260462,0.946435483668814,0.00376904430951245,1.11731228600486,0.000213553613659758
"1","D",0.203,0.791,286213,0,-2.009,0.178,0.62,0.669701874126958,0.895458128125031,0.89952134621681,0.00901377415822167,1.11733160506627,0.000452684924408803
"1","Other",0.00341,0.491,128187,0.348,-4.22,0.0343,0.964,0.500476380867094,1.17660092845037,1.18085043336592,0.00718441300910444,1.1172010367033,0.000727489213251289
"1","Other",0.0581,0.748,306600,0,-2.554,0.0512,0.162,0.396344564038355,1.36049353901223,1.36406490836555,0.00522950789961435,1.11709700610685,0.000804880201083884
"1","Other",7.79e-05,0.351,141305,0.129,-5.746,0.0539,0.604,0.355600984439401,1.43801669458769,1.44114571873375,0.00433769774634099,1.11704875921798,0.000792915800413148
"1","Other",0.001,0.48,139560,0.000273,-3.681,0.0656,0.579,0.32736530361027,1.49444210004576,1.49627737076277,0.00245161120526866,1.11701262310124,0.000506209477874734
"1","Other",3.41e-05,0.123,99413,0.0329,-4.182,0.0543,0.68,0.215834860650662,1.75113774314179,1.75811125093435,0.00791722100614488,1.11682246570711,0.00292255630220378
"1","Other",0.00814,0.401,93267,0.878,-2.236,0.0886,0.405,0.508327767390304,1.16329603116731,1.17094194016263,0.0130167789831848,1.11720623562562,0.00129245621716755
"1","Other",0.00023,0.228,182600,0.848,-3.87,0.0497,0.499,0.510795331629827,1.15912578626853,1.16602996299642,0.0118071349719253,1.11720879665793,0.00115798990530987
"1","Other",0.0214,0.465,295880,0.79,-9.493,0.0578,0.0451,0.681753133080169,0.875314413937286,0.877798666623811,0.00565217844732003,1.11734021766763,0.00026685552923671
"1","Other",0.11,0.438,192000,0,-9.578,0.166,0.0759,0.412756528994747,1.33033633193098,1.33338327908784,0.00456502774165226,1.11711547224702,0.000655453485440467
"1","Other",0.0036,0.396,186627,0.531,-9.347,0.0515,0.351,0.559421474269747,1.07782383617247,1.08050578661006,0.00495808907763438,1.11725166124381,0.000394380805780234
"1","Other",0.000183,0.596,178800,0.00767,-7.582,0.0503,0.52,0.454945619099952,1.25505170063686,1.25637044196345,0.00209818565974304,1.11715997162574,0.000252434458167056
"1","Other",0.000964,0.276,141627,0.858,-6.012,0.0373,0.547,0.548703040338336,1.09562575174902,1.10210441482753,0.0117223391011204,1.11724114422961,0.00098714594126885
"1","Other",0.104,0.241,194600,0.00042,-6.914,0.0313,0.506,0.258385847980623,1.64517553862824,1.64878579493489,0.00437449634403383,1.11690558829958,0.00126661701466853
"1","Other",0.000341,0.821,397166,0.909,-7.203,0.0542,0.269,0.860991097359526,0.547121767968101,0.548579501236757,0.005307513158697,1.11744496743813,8.66078701088097e-05
"1","Other",0.854,0.354,476164,0.8,-10.304,0.0296,0.0745,0.419201145399203,1.31863900566729,1.32781781932529,0.013777625675211,1.11711877684861,0.00196258271516747
"1","Other",0.0372,0.638,210160,0.00748,-5.78,0.0504,0.915,0.526805837059622,1.13218658263991,1.13381097185784,0.00286330903932998,1.11722532811955,0.000258670933733946
"1","D",0.0101,0.651,247360,0.000186,-4.276,0.167,0.711,0.716169778228577,0.817114459178301,0.819789560401069,0.00651566381293701,1.11736218502949,0.000261625014864452
"1","Other",0.0543,0.625,193147,4.07e-05,-5.693,0.175,0.223,0.470848849176189,1.22736966816856,1.22900260128656,0.00265556526162926,1.11717514747053,0.000300030132184763
"1","Other",0.169,0.759,346160,0.0687,-8.052,0.125,0.752,0.713123194553604,0.822315134371285,0.823335976337082,0.00247823277926399,1.11736088514197,0.00010019088394552
"1","Other",0.0175,0.726,190360,0,-6.275,0.108,0.494,0.530780214032106,1.12552854514531,1.12639691159721,0.00154125374578578,1.1172290666599,0.000136670721034206
"1","Other",0.8,0.611,448315,0.872,-10.026,0.0593,0.322,0.627901727542046,0.964750340310511,0.970457088202314,0.0117263684691228,1.11730201373819,0.000711500314613607
"1","Other",0.0845,0.865,233300,0.158,-10.083,0.244,0.619,0.827560550156423,0.615260923533128,0.616176165555528,0.00296850914599901,1.11742740533828,6.22239374409514e-05
"1","Other",0.00135,0.794,375179,0.883,-11.97,0.149,0.314,0.92507407260892,0.394668129394035,0.395254114333312,0.00296290685587736,1.11747724614809,2.41407626065032e-05
"1","Other",0.0193,0.614,323600,0.518,-8.317,0.0323,0.726,0.752002338918333,0.755004430150438,0.756215756047725,0.00320108572475224,1.11738453498393,0.000106245510027016
"1","Other",0.0113,0.535,258413,0.00751,-5.2,0.0543,0.431,0.415534838636819,1.32528398518979,1.32622490427353,0.00141844011970415,1.11711972012739,0.000200076052616833
"1","Other",0.453,0.815,230307,0,-5.675,0.27,0.813,0.628462689585416,0.963824275412943,0.966478129247689,0.0054842632105343,1.11730373304236,0.000327806759033881
"1","Other",0.00104,0.595,247175,0.00733,-5.186,0.0345,0.685,0.471410991416081,1.22639713976655,1.227467010649,0.00174245762827527,1.11717598906814,0.000196062912408326
"1","Other",4.06e-05,0.683,230587,0.000113,-6.255,0.0395,0.962,0.58215690917931,1.04020696420115,1.04194644144333,0.00333611246819232,1.11726991919711,0.000241055146085252
"1","Other",0.0829,0.722,192026,0,-8.324,0.352,0.606,0.780833487109804,0.703410771311859,0.705153923643421,0.00493792269256379,1.11740118020903,0.000139977973986233
"1","Other",0.0985,0.647,277375,0,-2.507,0.164,0.886,0.586392391731926,1.03321450147599,1.0351205227267,0.00367931343427544,1.11727308214448,0.000261437982249715
"1","Other",0.000455,0.428,146227,0.000854,-4.329,0.0514,0.48,0.294545063348363,1.56353654970601,1.56553896917043,0.0025564855244725,1.11696530123753,0.000615437910587371
"1","D",9.19e-06,0.325,109533,0.000288,-4.823,0.071,0.184,0.311460351706861,1.52740513989942,1.53461325937982,0.00937199137509339,1.1169866955301,0.00211123636681608
"1","Other",0.074,0.912,400751,0.762,-7.018,0.0444,0.891,0.895438450252052,0.469982536087723,0.470949660693454,0.0041029080639012,1.11746262122373,4.83057833832995e-05
"1","Other",0.0324,0.771,246573,0,-8.188,0.0894,0.218,0.545017134491119,1.101760450715,1.10375761145703,0.00361556535664096,1.11724033065915,0.000304023555100523
"1","Other",0.00069,0.759,398615,0.719,-7.416,0.0446,0.315,0.814923277297834,0.639783257763794,0.641238818807465,0.00453468816051501,1.1174203758,0.000103927443014247
"1","Other",0.135,0.691,264213,0.0291,-5.758,0.0447,0.675,0.494138971880226,1.18738239987087,1.18816886069577,0.00132338183194809,1.11719716862854,0.000135836824168748
"1","Other",0.139,0.701,261120,0.0526,-6.13,0.0366,0.739,0.516447447763152,1.14959274739132,1.15049449711184,0.00156697199361074,1.11721682571122,0.000147177323521089
"1","Other",0.263,0.736,260413,0.663,-9.643,0.0485,0.144,0.641723900740345,0.941909899031862,0.944413310059662,0.00529448925149592,1.11731313898629,0.000298747751634958
"1","Other",0.131,0.564,171573,8.05e-06,-4.718,0.143,0.582,0.423860645303978,1.31022940320299,1.31124954800229,0.00155538351550549,1.11712853270732,0.000212077199279936
"1","Other",0.164,0.824,181800,0,-9.591,0.208,0.568,0.682827940788261,0.8735128711157,0.874978685626812,0.00334770829706561,1.11734132028889,0.000156546696444093
"1","Other",0.0451,0.406,152040,0.722,-7.232,0.031,0.822,0.622193901984838,0.974169898219159,0.978752422112632,0.00934208915333336,1.1172984066099,0.000578015915486686
"1","Other",0.116,0.762,204293,0,-4.397,0.18,0.781,0.607174668752346,0.998938208198574,0.999956932572682,0.00203649861092325,1.11728904647791,0.000132294150790262
"1","Other",0.078,0.54,187847,0,-7.748,0.354,0.62,0.718560984586311,0.813024845158152,0.815638947906314,0.00639967889563365,1.11736369924805,0.000253895736070434
"1","Other",0.109,0.834,389508,0.822,-9.511,0.135,0.306,0.888570360389864,0.48608938362927,0.486987213474527,0.00368388402096866,1.11745919447921,4.65393744571966e-05
"1","Other",0.00855,0.714,155337,2.55e-05,-2.663,0.0289,0.824,0.420011049293616,1.31717444570476,1.31905375049223,0.00284744428217782,1.11712395264719,0.000395449495366602
"1","D#",0.0015,0.36,162168,0.807,-8.758,0.0384,0.664,0.521824957996176,1.14054642767776,1.15837029480328,0.0305372800098704,1.11721276880051,0.00297735200133205
"1","Other",0.018,0.609,209760,8.68e-06,-4.448,0.0404,0.405,0.371851612632523,1.40659901539839,1.40762477428162,0.00145690124021111,1.11707006691495,0.000246824953545696
"1","Other",0.0047,0.777,309180,0.69,-8.692,0.0681,0.18,0.785068268520857,0.695678947090492,0.697293674822737,0.00462605118174454,1.11740363917439,0.000127829475368954
"1","D",0.135,0.749,267307,0,-6.878,0.137,0.196,0.641541013358202,0.942212463770377,0.94610300511406,0.00820744047703296,1.11731242637439,0.000466209476388983
"1","Other",0.0202,0.67,260853,0.00792,-9.643,0.124,0.331,0.611060747372531,0.992531008970872,0.993841898266223,0.00263628401729343,1.11729176637981,0.00016868732680636
"1","Other",0.00627,0.684,228907,0,-6.378,0.061,0.245,0.446076182553025,1.27064198628078,1.27221276329099,0.00246783769381183,1.11715103401341,0.000307966716734853
"1","Other",0.151,0.633,321627,0,-5.915,0.344,0.761,0.781506513400578,0.702184868349686,0.704151172215306,0.00557709351280868,1.11740149543951,0.00015767817333326
"1","Other",0.049,0.594,457205,0.9,-7.082,0.0629,0.14,0.807963739887381,0.653051449496929,0.655245413582267,0.00668540673506897,1.11741632516529,0.000161044379132299
"1","Other",0.0119,0.473,196664,0.00218,-5.151,0.0462,0.293,0.312814318932961,1.52456255674787,1.52606530656016,0.00196847397102651,1.11699253360656,0.000434138831866533
"1","Other",0.00207,0.931,255844,0.461,-8.366,0.269,0.865,0.922013187301121,0.402978293703759,0.403490879647319,0.00253914217367459,1.11747577869066,2.15863558966432e-05
"1","Other",0.432,0.744,232611,0,-8.332,0.34,0.56,0.677113807252511,0.883080873930054,0.885711618660821,0.00593158709982403,1.11733710472741,0.000286237261517016
"1","Other",0.0452,0.752,150053,0,-7.507,0.151,0.611,0.595525772032921,1.01814597494686,1.01943610490277,0.00252946427684873,1.11728027108452,0.000172670717010652
"1","Other",0.00469,0.821,280173,0,-7.152,0.0473,0.321,0.559102055375235,1.078353610589,1.08029130551256,0.00358413904314331,1.11725176463679,0.000284675813722454
"1","D",0.00271,0.908,237293,0,-5.318,0.0973,0.256,0.677227741848677,0.882890326195035,0.887229778382322,0.0097581035594204,1.11733650429128,0.000474290350658334
"1","Other",0.0401,0.636,267147,0,-5.437,0.0743,0.471,0.48186631706471,1.20837788285656,1.20904823480127,0.00110858456832918,1.11718600163508,0.000119466880457173
"1","Other",0.239,0.839,636213,0,-5.941,0.268,0.557,0.867704515673002,0.532736411388035,0.535675825109542,0.0109444886712643,1.11744808817638,0.000170579683546046
"1","Other",0.0425,0.79,173160,0,-6.968,0.197,0.498,0.636353437764825,0.950790355694715,0.952104962716944,0.00275956855612931,1.11730988480684,0.000158570546708938
"1","Other",0.0596,0.787,121874,0.125,-7.822,0.0993,0.606,0.580936443096273,1.04222254857122,1.0440306601338,0.00346071420398829,1.11726894928142,0.000251378517411571
"1","Other",0.000451,0.603,342020,0.493,-1.367,0.186,0.496,0.722478301738336,0.806309979651251,0.808493167537731,0.0053933423912078,1.1173662881466,0.000209424459899553
"1","Other",0.00402,0.937,225940,0,-6.149,0.107,0.592,0.660909433291249,0.910097207122179,0.911472426274049,0.00301530063841616,1.11732677690194,0.000155642210617861
"1","D",0.0912,0.748,275907,0.0036,-11.869,0.0663,0.618,0.769136848909444,0.724550023586485,0.727088585085732,0.00697062222324627,1.1173941724557,0.000212177023811974
"1","Other",0.00741,0.727,250587,0.0159,-20.263,0.16,0.59,0.863238935584077,0.542335246793223,0.544715749555162,0.00872125014890614,1.11744590967353,0.000140610775210648
"1","Other",0.000117,0.857,222330,0.816,-6.901,0.204,0.669,0.898863496669376,0.461788036043989,0.462637405696615,0.00366848832707313,1.11746435215338,4.15808726435253e-05
"1","Other",0.0295,0.793,432800,0.0331,-9.229,0.0648,0.711,0.773094791716029,0.717430985616098,0.719121412257332,0.00469584074032322,1.11739674266075,0.000139127646504705
"1","Other",0.0492,0.738,461560,0.734,-9.772,0.0522,0.816,0.90397049033179,0.449351894534906,0.450197836460859,0.0037545588898757,1.11746688496358,4.01861762308764e-05
"1","Other",0.00905,0.864,223071,0,-1.92,0.178,0.883,0.669660955932024,0.895526359856442,0.896954883079009,0.00318273681379635,1.11733263358759,0.000158006355330155
